State,District,Year,Season,Crop,Area,Production,Rainfall,temperature
Gujarat,MAHESANA,2008,Kharif,Castor seed,58200,116200,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Cotton(lint),41300,144200,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Groundnut,5000,6800,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Jowar,1800,1800,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Maize,1100,1600,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Moong(Green Gram),14400,7500,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Moth,2000,400,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Other Cereals & Millets,500,200,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Other Kharif pulses,2500,1500,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Rice,5900,12100,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Sesamum,10800,4900,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Tobacco,1700,2400,150.43,38.9525
Gujarat,MAHESANA,2008,Kharif,Urad,8900,6700,150.43,38.9525
Gujarat,MAHESANA,2008,Rabi,Gram,500,500,4.683,28.29
Gujarat,MAHESANA,2008,Rabi,Onion,200,5900,4.683,28.29
Gujarat,MAHESANA,2008,Rabi,Other Rabi pulses,100,100,4.683,28.29
Gujarat,MAHESANA,2008,Rabi,Other Cereals & Millets,800,900,4.683,28.29
Gujarat,MAHESANA,2008,Rabi,Rapeseed &Mustard,52000,54500,4.683,28.29
Gujarat,MAHESANA,2008,Rabi,Wheat,63000,145600,4.683,28.29
Gujarat,MAHESANA,2008,Summer,Bajra,14200,37400,19.75,32.12
Gujarat,MAHESANA,2008,Summer,Groundnut,200,300,19.75,32.12
Gujarat,MAHESANA,2008,Whole Year,Dry chillies,500,500,63.292,29.64
Gujarat,MAHESANA,2008,Whole Year,Garlic,100,300,63.292,29.64
Gujarat,MAHESANA,2008,Whole Year,Guar seed,7500,6100,63.292,29.64
Gujarat,MAHESANA,2008,Whole Year,Potato,4800,95100,63.292,29.64
Gujarat,MAHESANA,2009,Kharif,Arhar/Tur,100,100,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Bajra,30800,36000,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Castor seed,45700,96000,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Cotton(lint),56300,211900,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Groundnut,3100,2900,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Jowar,2200,2200,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Maize,600,600,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Moong(Green Gram),13800,5700,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Moth,1200,400,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Other Cereals & Millets,1400,800,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Other Kharif pulses,2500,1900,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Rice,6200,15700,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Sesamum,9300,3900,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Tobacco,100,200,122.84,39.9225
Gujarat,MAHESANA,2009,Kharif,Urad,9300,3300,122.84,39.9225
Gujarat,MAHESANA,2009,Rabi,Gram,200,200,6.717,27.95666667
Gujarat,MAHESANA,2009,Rabi,Onion,200,4200,6.717,27.95666667
Gujarat,MAHESANA,2009,Rabi,Other Cereals & Millets,1000,1100,6.717,27.95666667
Gujarat,MAHESANA,2009,Rabi,Rapeseed &Mustard,38500,59400,6.717,27.95666667
Gujarat,MAHESANA,2009,Rabi,Tobacco,100,200,6.717,27.95666667
Gujarat,MAHESANA,2009,Rabi,Wheat,73200,213200,6.717,27.95666667
Gujarat,MAHESANA,2009,Summer,Bajra,20400,47100,10.675,32.87
Gujarat,MAHESANA,2009,Summer,Groundnut,200,300,10.675,32.87
Gujarat,MAHESANA,2009,Whole Year,Dry chillies,600,600,51.605,30.3
Gujarat,MAHESANA,2009,Whole Year,Guar seed,6500,1800,51.605,30.3
Gujarat,MAHESANA,2009,Whole Year,Potato,4000,85100,51.605,30.3
Gujarat,MAHESANA,2010,Kharif,Arhar/Tur,200,200,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Bajra,36700,36200,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Castor seed,60400,119100,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Cotton(lint),57200,224300,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Groundnut,3400,6400,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Jowar,2700,2900,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Maize,600,1000,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Moong(Green Gram),12500,5900,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Moth,1800,1100,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Other Cereals & Millets,600,400,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Other Kharif pulses,4000,2000,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,other oilseeds,700,300,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Rice,8200,17400,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Sesamum,8200,2900,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Soyabean,100,100,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Tobacco,500,900,210.27,39.0875
Gujarat,MAHESANA,2010,Kharif,Urad,7600,5700,210.27,39.0875
Gujarat,MAHESANA,2010,Rabi,Gram,300,500,21.55,27.78666667
Gujarat,MAHESANA,2010,Rabi,Maize,1500,3000,21.55,27.78666667
Gujarat,MAHESANA,2010,Rabi,Other Rabi pulses,300,200,21.55,27.78666667
Gujarat,MAHESANA,2010,Rabi,Other Cereals & Millets,800,900,21.55,27.78666667
Gujarat,MAHESANA,2010,Rabi,Rapeseed &Mustard,34800,55000,21.55,27.78666667
Gujarat,MAHESANA,2010,Rabi,Tobacco,4100,8000,21.55,27.78666667
Gujarat,MAHESANA,2010,Rabi,Wheat,75300,229900,21.55,27.78666667
Gujarat,MAHESANA,2010,Summer,Bajra,34700,89700,16.313,33.415
Gujarat,MAHESANA,2010,Summer,Groundnut,400,600,16.313,33.415
Gujarat,MAHESANA,2010,Summer,Moong(Green Gram),100,100,16.313,33.415
Gujarat,MAHESANA,2010,Whole Year,Dry chillies,100,100,92.025,30.13
Gujarat,MAHESANA,2010,Whole Year,Garlic,100,300,92.025,30.13
Gujarat,MAHESANA,2010,Whole Year,Guar seed,6000,3500,92.025,30.13
Gujarat,MAHESANA,2010,Whole Year,Onion,200,6100,92.025,30.13
Gujarat,MAHESANA,2010,Whole Year,Potato,5100,122300,92.025,30.13
Gujarat,MAHESANA,2011,Kharif,Arhar/Tur,100,100,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Bajra,26900,24500,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Castor seed,92000,195000,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Cotton(lint),65200,290700,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Groundnut,3000,4800,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Jowar,3500,3500,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Maize,500,600,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Moong(Green Gram),9200,4200,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Moth,1200,800,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Other Cereals & Millets,1700,900,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Other Kharif pulses,2300,1000,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Rice,5400,9700,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Sesamum,6900,2400,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Tobacco,100,100,163.1,39.2525
Gujarat,MAHESANA,2011,Kharif,Urad,7500,4500,163.1,39.2525
Gujarat,MAHESANA,2011,Rabi,Gram,200,300,0.284,28.25333333
Gujarat,MAHESANA,2011,Rabi,Onion,200,5000,0.284,28.25333333
Gujarat,MAHESANA,2011,Rabi,Other Rabi pulses,100,100,0.284,28.25333333
Gujarat,MAHESANA,2011,Rabi,Other Cereals & Millets,2200,2400,0.284,28.25333333
Gujarat,MAHESANA,2011,Rabi,Rapeseed &Mustard,24800,38500,0.284,28.25333333
Gujarat,MAHESANA,2011,Rabi,Tobacco,8300,8200,0.284,28.25333333
Gujarat,MAHESANA,2011,Rabi,Wheat,73100,230400,0.284,28.25333333
Gujarat,MAHESANA,2011,Summer,Bajra,69400,172800,5.288,32.305
Gujarat,MAHESANA,2011,Summer,Groundnut,1000,1900,5.288,32.305
Gujarat,MAHESANA,2011,Summer,Moong(Green Gram),500,300,5.288,32.305
Gujarat,MAHESANA,2011,Whole Year,Dry chillies,400,400,68.042,29.82
Gujarat,MAHESANA,2011,Whole Year,Garlic,100,400,68.042,29.82
Gujarat,MAHESANA,2011,Whole Year,Guar seed,6500,3700,68.042,29.82
Gujarat,MAHESANA,2011,Whole Year,other oilseeds,27500,20000,68.042,29.82
Gujarat,MAHESANA,2011,Whole Year,Potato,8700,222100,68.042,29.82
Gujarat,MAHESANA,2012,Kharif,Arhar/Tur,100,100,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Bajra,18600,21400,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Castor seed,70000,157700,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Cotton(lint),58400,241000,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Groundnut,4500,2200,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Jowar,500,700,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Maize,400,600,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Moong(Green Gram),4900,2100,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Moth,600,300,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Other Cereals & Millets,600,300,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Other Kharif pulses,1300,600,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Rice,1400,3200,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Sesamum,3800,1300,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Tobacco,400,600,103.63,39.3225
Gujarat,MAHESANA,2012,Kharif,Urad,5300,3200,103.63,39.3225
Gujarat,MAHESANA,2012,Rabi,Gram,400,400,1.75,27.88333333
Gujarat,MAHESANA,2012,Rabi,Onion,100,2600,1.75,27.88333333
Gujarat,MAHESANA,2012,Rabi,Other Cereals & Millets,1200,1400,1.75,27.88333333
Gujarat,MAHESANA,2012,Rabi,Rapeseed &Mustard,36200,53500,1.75,27.88333333
Gujarat,MAHESANA,2012,Rabi,Tobacco,11600,15600,1.75,27.88333333
Gujarat,MAHESANA,2012,Rabi,Wheat,83800,249300,1.75,27.88333333
Gujarat,MAHESANA,2012,Summer,Bajra,19000,52900,7.138,32.64
Gujarat,MAHESANA,2012,Summer,Groundnut,300,800,7.138,32.64
Gujarat,MAHESANA,2012,Summer,Moong(Green Gram),100,100,7.138,32.64
Gujarat,MAHESANA,2012,Whole Year,Dry chillies,100,100,43.242,29.81
Gujarat,MAHESANA,2012,Whole Year,Guar seed,26000,15600,43.242,29.81
Gujarat,MAHESANA,2012,Whole Year,Potato,6800,175200,43.242,29.81
Gujarat,NARMADA,2003,Kharif,Arhar/Tur,23400,22600,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Bajra,700,1000,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Castor seed,100,200,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Cotton(lint),35200,62100,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Groundnut,200,400,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Jowar,9200,13000,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Maize,9800,22900,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Moong(Green Gram),1000,600,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Moth,300,200,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Rice,13900,10800,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Sesamum,700,400,183.98,39.28
Gujarat,NARMADA,2003,Kharif,Urad,1200,600,183.98,39.28
Gujarat,NARMADA,2003,Rabi,Gram,900,800,0.817,27.69666667
Gujarat,NARMADA,2003,Rabi,Jowar,5100,4000,0.817,27.69666667
Gujarat,NARMADA,2003,Rabi,Wheat,1600,4600,0.817,27.69666667
Gujarat,NARMADA,2003,Summer,Bajra,200,500,34.7,32.4825
Gujarat,NARMADA,2003,Summer,Groundnut,1300,1500,34.7,32.4825
Gujarat,NARMADA,2003,Whole Year,Banana,4000,264600,76.938,29.75
Gujarat,NARMADA,2003,Whole Year,Sugarcane,5600,402000,76.938,29.75
Gujarat,NARMADA,2004,Kharif,Arhar/Tur,16200,16000,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Bajra,300,300,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Castor seed,700,1300,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Cotton(lint),43500,151000,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Groundnut,200,200,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Jowar,7100,10800,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Maize,7000,6400,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Moong(Green Gram),500,200,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Moth,200,100,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Rice,12200,11400,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Sesamum,400,100,146.99,38.71
Gujarat,NARMADA,2004,Kharif,Urad,1100,700,146.99,38.71
Gujarat,NARMADA,2004,Rabi,Gram,1300,800,6.983,27.65
Gujarat,NARMADA,2004,Rabi,Jowar,1800,1400,6.983,27.65
Gujarat,NARMADA,2004,Rabi,Wheat,1800,4900,6.983,27.65
Gujarat,NARMADA,2004,Summer,Bajra,200,300,31.062,32.69
Gujarat,NARMADA,2004,Summer,Groundnut,1100,1900,31.062,32.69
Gujarat,NARMADA,2004,Whole Year,Banana,3400,238000,62,29.79
Gujarat,NARMADA,2004,Whole Year,Sugarcane,5900,434000,62,29.79
Gujarat,NARMADA,2005,Kharif,Arhar/Tur,14700,14600,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Bajra,200,200,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Castor seed,1300,2400,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Cotton(lint),41000,119100,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Groundnut,300,500,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Jowar,10000,15100,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Maize,7400,11700,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Moong(Green Gram),500,300,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Other Kharif pulses,200,100,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Rice,10800,8600,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Sesamum,200,100,194.71,39.28
Gujarat,NARMADA,2005,Kharif,Urad,900,700,194.71,39.28
Gujarat,NARMADA,2005,Rabi,Gram,900,1000,0.517,27.49666667
Gujarat,NARMADA,2005,Rabi,Jowar,2800,2300,0.517,27.49666667
Gujarat,NARMADA,2005,Rabi,Other Rabi pulses,100,100,0.517,27.49666667
Gujarat,NARMADA,2005,Rabi,Other Cereals & Millets,300,300,0.517,27.49666667
Gujarat,NARMADA,2005,Rabi,Wheat,1900,4100,0.517,27.49666667
Gujarat,NARMADA,2005,Summer,Bajra,300,600,71.15,32.33
Gujarat,NARMADA,2005,Summer,Groundnut,1500,2000,71.15,32.33
Gujarat,NARMADA,2005,Whole Year,Banana,4400,308600,81.167,29.6
Gujarat,NARMADA,2005,Whole Year,Sugarcane,3800,281000,81.167,29.6
Gujarat,NARMADA,2006,Kharif,Arhar/Tur,18000,11600,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Bajra,100,100,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Castor seed,900,1700,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Cotton(lint),43400,96600,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Groundnut,500,500,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Jowar,4000,4600,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Maize,5700,5700,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Moong(Green Gram),300,100,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Rice,13000,9700,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Sesamum,200,100,217.31,39.0075
Gujarat,NARMADA,2006,Kharif,Urad,700,300,217.31,39.0075
Gujarat,NARMADA,2006,Rabi,Gram,1300,1500,2.4,27.78
Gujarat,NARMADA,2006,Rabi,Jowar,1800,1500,2.4,27.78
Gujarat,NARMADA,2006,Rabi,Other Cereals & Millets,200,200,2.4,27.78
Gujarat,NARMADA,2006,Rabi,Rapeseed &Mustard,100,100,2.4,27.78
Gujarat,NARMADA,2006,Rabi,Wheat,1900,5500,2.4,27.78
Gujarat,NARMADA,2006,Summer,Bajra,1200,2700,24.075,32.2225
Gujarat,NARMADA,2006,Summer,Groundnut,2600,4900,24.075,32.2225
Gujarat,NARMADA,2006,Whole Year,Banana,4000,283300,90.825,30.06
Gujarat,NARMADA,2006,Whole Year,Sugarcane,4300,309000,90.825,30.06
Gujarat,NARMADA,2007,Kharif,Arhar/Tur,19200,21200,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Bajra,200,300,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Castor seed,1000,2000,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Cotton(lint),44500,85800,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Groundnut,200,400,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Jowar,3600,6300,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Maize,5700,8500,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Moong(Green Gram),600,300,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Moth,100,100,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Rice,13600,11600,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Sesamum,100,100,206.42,39.0275
Gujarat,NARMADA,2007,Kharif,Urad,500,400,206.42,39.0275
Gujarat,NARMADA,2007,Rabi,Gram,1000,1000,0.717,28.03
Gujarat,NARMADA,2007,Rabi,Jowar,2600,2800,0.717,28.03
Gujarat,NARMADA,2007,Rabi,Other Cereals & Millets,200,200,0.717,28.03
Gujarat,NARMADA,2007,Rabi,Wheat,2100,6700,0.717,28.03
Gujarat,NARMADA,2007,Summer,Bajra,1100,2600,26.086,32.395
Gujarat,NARMADA,2007,Summer,Groundnut,2700,3400,26.086,32.395
Gujarat,NARMADA,2007,Whole Year,Banana,4600,292900,86.234,29.84
Gujarat,NARMADA,2007,Whole Year,Sugarcane,4500,318000,86.234,29.84
Gujarat,NARMADA,2008,Kharif,Arhar/Tur,21200,20900,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Bajra,100,100,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Castor seed,800,1500,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Cotton(lint),40900,90400,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Groundnut,300,400,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Jowar,6300,13100,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Maize,5600,8100,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Moong(Green Gram),600,200,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Moth,200,100,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Rice,15200,13700,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Sesamum,400,100,150.43,38.9525
Gujarat,NARMADA,2008,Kharif,Urad,700,400,150.43,38.9525
Gujarat,NARMADA,2008,Rabi,Gram,800,800,4.683,28.29
Gujarat,NARMADA,2008,Rabi,Jowar,3400,3000,4.683,28.29
Gujarat,NARMADA,2008,Rabi,Wheat,1900,4800,4.683,28.29
Gujarat,NARMADA,2008,Summer,Bajra,900,2300,19.75,32.12
Gujarat,NARMADA,2008,Summer,Groundnut,2600,4900,19.75,32.12
Gujarat,NARMADA,2008,Whole Year,Banana,4300,301100,63.292,29.64
Gujarat,NARMADA,2008,Whole Year,Sugarcane,4700,320000,63.292,29.64
Gujarat,NARMADA,2009,Kharif,Arhar/Tur,18300,19500,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Bajra,100,100,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Castor seed,500,1100,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Cotton(lint),44700,105800,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Groundnut,200,200,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Jowar,6200,8200,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Maize,5100,4900,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Moong(Green Gram),700,300,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Rice,15000,8200,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Sesamum,100,100,122.84,39.9225
Gujarat,NARMADA,2009,Kharif,Urad,900,600,122.84,39.9225
Gujarat,NARMADA,2009,Rabi,Gram,900,900,6.717,27.95666667
Gujarat,NARMADA,2009,Rabi,Jowar,2900,2900,6.717,27.95666667
Gujarat,NARMADA,2009,Rabi,Wheat,2200,6000,6.717,27.95666667
Gujarat,NARMADA,2009,Summer,Bajra,1000,2400,10.675,32.87
Gujarat,NARMADA,2009,Summer,Groundnut,2600,5000,10.675,32.87
Gujarat,NARMADA,2009,Whole Year,Banana,4300,310400,51.605,30.3
Gujarat,NARMADA,2009,Whole Year,Sugarcane,3900,275000,51.605,30.3
Gujarat,NARMADA,2010,Kharif,Arhar/Tur,17900,15700,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Castor seed,300,700,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Cotton(lint),40600,116900,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Groundnut,200,300,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Jowar,5100,7300,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Maize,5300,8700,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Moong(Green Gram),300,100,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,other oilseeds,100,,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Rice,12000,10500,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Soyabean,6400,5200,210.27,39.0875
Gujarat,NARMADA,2010,Kharif,Urad,200,100,210.27,39.0875
Gujarat,NARMADA,2010,Rabi,Gram,500,700,21.55,27.78666667
Gujarat,NARMADA,2010,Rabi,Jowar,2400,2200,21.55,27.78666667
Gujarat,NARMADA,2010,Rabi,Maize,4300,8100,21.55,27.78666667
Gujarat,NARMADA,2010,Rabi,Wheat,4000,13200,21.55,27.78666667
Gujarat,NARMADA,2010,Summer,Bajra,1500,3600,16.313,33.415
Gujarat,NARMADA,2010,Summer,Groundnut,4000,7100,16.313,33.415
Gujarat,NARMADA,2010,Summer,Maize,1800,3700,16.313,33.415
Gujarat,NARMADA,2010,Summer,Moong(Green Gram),2500,1400,16.313,33.415
Gujarat,NARMADA,2010,Whole Year,Banana,5200,358600,92.025,30.13
Gujarat,NARMADA,2010,Whole Year,Sugarcane,11700,899000,92.025,30.13
Gujarat,NARMADA,2011,Kharif,Arhar/Tur,23800,22100,163.1,39.2525
Gujarat,NARMADA,2011,Kharif,Castor seed,2200,4500,163.1,39.2525
Gujarat,NARMADA,2011,Kharif,Cotton(lint),45700,133600,163.1,39.2525
Gujarat,NARMADA,2011,Kharif,Jowar,6600,8700,163.1,39.2525
Gujarat,NARMADA,2011,Kharif,Maize,5500,7600,163.1,39.2525
Gujarat,NARMADA,2011,Kharif,Rice,17900,14700,163.1,39.2525
Gujarat,NARMADA,2011,Kharif,Sesamum,100,100,163.1,39.2525
Gujarat,NARMADA,2011,Kharif,Urad,1000,800,163.1,39.2525
Gujarat,NARMADA,2011,Rabi,Gram,3600,4100,0.284,28.25333333
Gujarat,NARMADA,2011,Rabi,Jowar,2400,2300,0.284,28.25333333
Gujarat,NARMADA,2011,Rabi,Maize,3600,8100,0.284,28.25333333
Gujarat,NARMADA,2011,Rabi,Other Rabi pulses,400,200,0.284,28.25333333
Gujarat,NARMADA,2011,Rabi,Other Cereals & Millets,3500,2800,0.284,28.25333333
Gujarat,NARMADA,2011,Rabi,Wheat,4300,13700,0.284,28.25333333
Gujarat,NARMADA,2011,Summer,Bajra,1700,4300,5.288,32.305
Gujarat,NARMADA,2011,Summer,Groundnut,5000,9600,5.288,32.305
Gujarat,NARMADA,2011,Summer,Maize,1800,3500,5.288,32.305
Gujarat,NARMADA,2011,Summer,Moong(Green Gram),3000,1200,5.288,32.305
Gujarat,NARMADA,2011,Whole Year,Banana,5600,350900,68.042,29.82
Gujarat,NARMADA,2011,Whole Year,other oilseeds,800,400,68.042,29.82
Gujarat,NARMADA,2011,Whole Year,Sugarcane,10000,704000,68.042,29.82
Gujarat,NARMADA,2012,Kharif,Arhar/Tur,21700,20900,103.63,39.3225
Gujarat,NARMADA,2012,Kharif,Castor seed,1200,2300,103.63,39.3225
Gujarat,NARMADA,2012,Kharif,Cotton(lint),35600,101200,103.63,39.3225
Gujarat,NARMADA,2012,Kharif,Jowar,7200,10600,103.63,39.3225
Gujarat,NARMADA,2012,Kharif,Maize,5800,9800,103.63,39.3225
Gujarat,NARMADA,2012,Kharif,Rice,11600,12800,103.63,39.3225
Gujarat,NARMADA,2012,Kharif,Sesamum,200,100,103.63,39.3225
Gujarat,NARMADA,2012,Kharif,Urad,900,300,103.63,39.3225
Gujarat,NARMADA,2012,Rabi,Gram,2200,2200,1.75,27.88333333
Gujarat,NARMADA,2012,Rabi,Jowar,4200,4500,1.75,27.88333333
Gujarat,NARMADA,2012,Rabi,Onion,100,2200,1.75,27.88333333
Gujarat,NARMADA,2012,Rabi,Other Rabi pulses,100,0,1.75,27.88333333
Gujarat,NARMADA,2012,Rabi,Other Cereals & Millets,2400,1500,1.75,27.88333333
Gujarat,NARMADA,2012,Rabi,Wheat,3500,10500,1.75,27.88333333
Gujarat,NARMADA,2012,Summer,Bajra,200,600,7.138,32.64
Gujarat,NARMADA,2012,Summer,Groundnut,3000,6800,7.138,32.64
Gujarat,NARMADA,2012,Summer,Maize,400,900,7.138,32.64
Gujarat,NARMADA,2012,Summer,Moong(Green Gram),1400,800,7.138,32.64
Gujarat,NARMADA,2012,Summer,Rice,100,100,7.138,32.64
Gujarat,NARMADA,2012,Summer,Sesamum,100,23500,7.138,32.64
Gujarat,NARMADA,2012,Whole Year,Banana,5800,376700,43.242,29.81
Gujarat,NARMADA,2012,Whole Year,Sugarcane,9400,71900,43.242,29.81
Gujarat,NAVSARI,2003,Kharif,Arhar/Tur,2900,2500,183.98,39.28
Gujarat,NAVSARI,2003,Kharif,Groundnut,200,400,183.98,39.28
Gujarat,NAVSARI,2003,Kharif,Jowar,1300,1100,183.98,39.28
